id,season,games_played,pt_diff,win,result_ATS_avg,pts_roll_1,opp_pts_roll_1,fg_roll_1,fga_roll_1,fg%_roll_1,3p_roll_1,3pa_roll_1,3p%_roll_1,ft_roll_1,fta_roll_1,ft%_roll_1,orb_roll_1,trb_roll_1,ast_roll_1,stl_roll_1,blk_roll_1,tov_roll_1,pf_roll_1,ortg_roll_1,drtg_roll_1,pace_roll_1,ftr_roll_1,3par_roll_1,ts%_roll_1,trb%_roll_1,ast%_roll_1,stl%_roll_1,blk%_roll_1,efg%_roll_1,tov%_roll_1,orb%_roll_1,ft/fga_roll_1,drb%_roll_1,pt_diff_roll_1,away_pts_roll_1,away_opp_pts_roll_1,away_fg_roll_1,away_fga_roll_1,away_fg%_roll_1,away_3p_roll_1,away_3pa_roll_1,away_3p%_roll_1,away_ft_roll_1,away_fta_roll_1,away_ft%_roll_1,away_orb_roll_1,away_trb_roll_1,away_ast_roll_1,away_stl_roll_1,away_blk_roll_1,away_tov_roll_1,away_pf_roll_1,away_ortg_roll_1,away_drtg_roll_1,away_pace_roll_1,away_ftr_roll_1,away_3par_roll_1,away_ts%_roll_1,away_trb%_roll_1,away_ast%_roll_1,away_stl%_roll_1,away_blk%_roll_1,away_efg%_roll_1,away_tov%_roll_1,away_orb%_roll_1,away_ft/fga_roll_1,away_drb%_roll_1,away_pt_diff_roll_1,nrtg_roll_1,away_nrtg_roll_1,average_home_ML,average_away_ML,consec_away,away_consec_away,days_since_last,away_days_since_last,back2back,away_back2back
2021-02-19_NOP_PHO,2021,29,-18,0,0,124.0,126.0,43.0,89.0,0.4829999999999999,15.0,32.0,0.4690000000000005,23.0,29.0,0.7930000000000007,18.0,51.0,25.0,5.0,1.0,11.0,15.0,131.59999999999997,133.69999999999993,94.20000000000002,0.3259999999999999,0.36000000000000004,0.6089999999999994,62.2,58.1,5.299999999999999,2.000000000000004,0.5670000000000001,9.799999999999997,42.9,0.2580000000000001,82.50000000000007,-2.0,124.0,128.0,48.0,88.0,0.5450000000000002,16.0,37.0,0.4319999999999998,12.0,12.0,0.9999999999999996,4.0,34.0,28.0,7.0,3.0,6.0,15.0,132.1,136.30000000000004,93.9,0.13599999999999995,0.4199999999999997,0.6649999999999998,47.90000000000003,58.29999999999998,7.5000000000000036,7.099999999999992,0.6360000000000005,6.000000000000003,10.800000000000011,0.13600000000000015,88.2000000000001,-4.0,-2.099999999999966,-4.2000000000000455,143.33333333333334,-162.0,0,1,2,3,0,0
2021-02-21_NOP_BOS,2021,30,5,1,1,114.0,132.0,42.0,82.0,0.5119999999999999,11.0,32.0,0.3440000000000005,19.0,24.0,0.7920000000000009,6.0,37.0,28.0,11.0,3.0,13.0,16.0,114.39999999999998,132.49999999999994,99.6,0.2929999999999999,0.39,0.6159999999999994,50.0,66.70000000000002,10.999999999999995,6.100000000000002,0.5789999999999998,12.299999999999995,15.4,0.2320000000000001,88.60000000000004,-18.0,121.0,109.0,50.0,90.0,0.5559999999999998,14.0,35.0,0.3999999999999997,7.0,10.0,0.7,9.0,44.0,26.0,8.0,12.0,18.0,21.0,121.3,109.29999999999993,99.80000000000004,0.11099999999999992,0.3889999999999997,0.6409999999999989,51.80000000000001,51.99999999999997,8.000000000000004,20.0,0.6330000000000006,16.0,24.3,0.07800000000000012,72.9,12.0,-18.09999999999997,12.000000000000071,118.33333333333331,-136.33333333333334,0,1,2,2,0,0
2021-02-24_NOP_DET,2021,31,10,1,0,120.0,115.0,42.0,94.0,0.44699999999999984,11.0,36.0,0.3060000000000006,25.0,37.0,0.6760000000000008,12.0,52.0,22.0,5.0,7.0,13.0,24.0,110.89999999999998,106.29999999999997,98.00000000000004,0.3939999999999999,0.38299999999999995,0.5439999999999995,51.5,52.40000000000002,4.599999999999996,11.500000000000002,0.5049999999999999,10.499999999999996,24.0,0.2660000000000001,78.40000000000006,5.0,105.0,93.0,41.0,88.0,0.4660000000000002,10.0,34.0,0.29399999999999993,13.0,16.0,0.8130000000000006,8.0,49.0,24.0,10.0,9.0,15.0,19.0,106.10000000000008,94.0,99.0,0.182,0.3860000000000001,0.5520000000000004,50.49999999999997,58.49999999999997,10.099999999999996,18.0,0.5229999999999995,13.600000000000007,17.39999999999999,0.14800000000000002,80.39999999999992,12.0,4.6000000000000085,12.100000000000081,-706.1111111111113,520.2222222222222,0,5,3,1,0,1
2021-03-01_NOP_UTA,2021,34,5,1,1,114.0,117.0,40.0,91.0,0.4399999999999997,9.0,32.0,0.2810000000000005,25.0,31.0,0.8060000000000008,17.0,52.0,27.0,3.0,2.0,10.0,17.0,120.09999999999997,123.19999999999996,95.00000000000004,0.34099999999999986,0.35200000000000004,0.5449999999999994,57.8,67.50000000000001,3.199999999999997,3.700000000000002,0.489,8.699999999999996,36.2,0.2750000000000001,81.40000000000006,-3.0,124.0,109.0,45.0,85.0,0.5290000000000006,17.0,45.0,0.3779999999999997,17.0,24.0,0.7080000000000004,10.0,52.0,29.0,2.0,3.0,12.0,14.0,130.3999999999999,114.6,95.09999999999997,0.28200000000000003,0.5289999999999998,0.6489999999999999,58.4,64.39999999999999,2.099999999999998,4.800000000000002,0.6290000000000003,11.199999999999996,24.999999999999986,0.2,85.70000000000002,15.0,-3.0999999999999943,15.799999999999898,230.11111111111111,-273.0,0,3,2,2,0,0
2021-03-03_NOP_CHI,2021,35,-4,0,0,129.0,124.0,52.0,92.0,0.5649999999999997,7.0,11.0,0.6360000000000005,18.0,23.0,0.7830000000000009,10.0,53.0,27.0,5.0,5.0,13.0,15.0,124.49999999999996,119.69999999999996,103.60000000000002,0.24999999999999986,0.11999999999999995,0.6319999999999993,57.60000000000001,51.90000000000001,4.799999999999997,8.600000000000001,0.6030000000000001,11.299999999999995,26.3,0.19600000000000006,79.60000000000005,5.0,112.0,118.0,42.0,94.0,0.4470000000000007,12.0,38.0,0.3160000000000001,16.0,22.0,0.7270000000000005,14.0,44.0,25.0,7.0,3.0,10.0,18.0,114.60000000000008,120.7,97.79999999999997,0.2340000000000001,0.40400000000000014,0.5400000000000003,46.80000000000001,59.49999999999997,7.200000000000001,5.000000000000004,0.511,8.800000000000004,25.500000000000004,0.17000000000000007,76.90000000000003,-6.0,4.799999999999997,-6.099999999999922,-235.88888888888889,199.3333333333333,0,1,2,2,0,0
2021-03-04_NOP_MIA,2021,36,-10,0,0,124.0,128.0,46.0,83.0,0.5539999999999998,6.0,22.0,0.2730000000000005,26.0,38.0,0.684000000000001,7.0,35.0,29.0,10.0,6.0,11.0,19.0,121.99999999999996,125.89999999999996,101.60000000000002,0.4579999999999999,0.265,0.6219999999999993,43.8,63.00000000000001,9.799999999999997,9.100000000000003,0.5900000000000001,9.899999999999997,17.899999999999995,0.3130000000000001,68.30000000000004,-4.0,80.0,94.0,28.0,75.0,0.3729999999999992,9.0,33.0,0.2730000000000001,15.0,22.0,0.682000000000001,5.0,26.0,15.0,16.0,4.0,7.0,13.0,93.50000000000006,109.90000000000006,85.49999999999999,0.2930000000000004,0.4399999999999999,0.4720000000000001,35.6,53.60000000000001,18.700000000000006,11.4,0.4330000000000008,7.599999999999981,12.200000000000005,0.2000000000000001,65.59999999999998,-14.0,-3.9000000000000057,-16.400000000000006,105.11111111111113,-123.0,0,1,1,2,1,0
2021-03-11_NOP_MIN,2021,37,-30,0,0,93.0,103.0,33.0,84.0,0.3929999999999999,11.0,43.0,0.25600000000000045,16.0,20.0,0.800000000000001,15.0,44.0,28.0,5.0,3.0,12.0,21.0,106.2,117.59999999999994,87.60000000000002,0.23799999999999985,0.5119999999999999,0.5009999999999993,51.8,84.80000000000003,5.6999999999999975,7.000000000000003,0.4580000000000001,11.499999999999995,29.4,0.1900000000000001,85.30000000000003,-10.0,102.0,135.0,39.0,96.0,0.40600000000000025,9.0,40.0,0.2250000000000001,15.0,18.0,0.8330000000000004,12.0,45.0,25.0,11.0,2.0,19.0,18.0,93.8000000000001,124.09999999999997,108.80000000000004,0.18799999999999994,0.4170000000000004,0.4909999999999998,45.49999999999999,64.10000000000008,10.099999999999993,3.4000000000000057,0.4530000000000001,15.500000000000007,22.59999999999999,0.156,71.69999999999997,-33.0,-11.399999999999936,-30.299999999999873,-357.1111111111112,289.1111111111111,0,1,7,8,0,0
2021-03-12_NOP_CLE,2021,38,34,1,1,105.0,135.0,43.0,100.0,0.43,6.0,32.0,0.18800000000000044,13.0,24.0,0.5420000000000009,19.0,51.0,28.0,7.0,6.0,18.0,18.0,100.8,129.59999999999994,104.20000000000002,0.23999999999999985,0.31999999999999984,0.4749999999999993,57.3,65.10000000000001,6.699999999999995,10.900000000000002,0.4600000000000001,13.999999999999993,38.00000000000001,0.13000000000000012,82.10000000000005,-30.0,111.0,114.0,43.0,83.0,0.5180000000000003,11.0,28.0,0.393,14.0,15.0,0.9329999999999999,11.0,43.0,29.0,8.0,1.0,25.0,18.0,113.10000000000002,116.20000000000013,98.10000000000004,0.1810000000000004,0.337,0.6190000000000003,61.40000000000002,67.39999999999995,8.200000000000006,1.6999999999999886,0.5839999999999999,21.8,32.39999999999999,0.1690000000000002,88.90000000000002,-3.0,-28.799999999999944,-3.100000000000108,-273.3333333333333,231.11111111111111,0,1,1,9,1,0
2021-03-14_NOP_LAC,2021,39,20,1,1,116.0,82.0,47.0,101.0,0.465,6.0,24.0,0.25000000000000044,16.0,19.0,0.8420000000000011,19.0,70.0,25.0,2.0,7.0,13.0,18.0,119.2,84.19999999999995,97.40000000000002,0.18799999999999986,0.23799999999999985,0.5299999999999995,68.0,53.20000000000002,2.099999999999995,12.500000000000002,0.4950000000000001,10.599999999999994,40.40000000000001,0.15800000000000014,91.10000000000004,34.0,130.0,104.0,44.0,96.0,0.45799999999999996,18.0,41.0,0.4389999999999999,24.0,29.0,0.828,11.0,56.0,23.0,10.0,6.0,11.0,22.0,120.49999999999993,96.4,107.90000000000002,0.302,0.4270000000000002,0.5979999999999996,56.00000000000002,52.29999999999996,9.299999999999997,11.499999999999993,0.5519999999999995,9.20000000000001,22.0,0.25000000000000017,90.00000000000006,26.0,35.00000000000006,24.099999999999923,197.22222222222226,-232.22222222222226,0,1,2,3,0,0
2021-03-23_NOP_LAL,2021,43,17,1,1,113.0,108.0,41.0,85.0,0.48200000000000004,8.0,28.0,0.2860000000000004,23.0,30.0,0.7670000000000009,14.0,45.0,26.0,8.0,7.0,16.0,12.0,117.40000000000002,112.19999999999996,96.2,0.3529999999999998,0.3289999999999999,0.5749999999999994,54.89999999999999,63.40000000000002,8.299999999999995,13.000000000000002,0.5290000000000001,13.999999999999993,34.10000000000001,0.2710000000000001,75.60000000000005,5.0,94.0,111.0,35.0,85.0,0.4119999999999999,5.0,25.0,0.20000000000000026,19.0,28.0,0.679,7.0,41.0,20.0,3.0,2.0,11.0,18.0,96.10000000000002,113.50000000000004,97.80000000000004,0.329,0.294,0.4829999999999997,44.59999999999993,57.1,3.0999999999999956,3.5999999999999943,0.4410000000000004,10.199999999999989,14.299999999999981,0.2240000000000001,79.09999999999981,-17.0,5.20000000000006,-17.40000000000002,-224.5555555555556,190.66666666666663,0,2,2,2,0,0
2021-03-26_NOP_DEN,2021,44,-5,0,0,128.0,111.0,47.0,90.0,0.522,10.0,29.0,0.3450000000000003,24.0,26.0,0.9230000000000008,11.0,53.0,28.0,9.0,3.0,13.0,24.0,125.6,108.89999999999996,101.90000000000002,0.2889999999999998,0.3219999999999999,0.6309999999999996,60.899999999999984,59.60000000000003,8.799999999999994,6.3000000000000025,0.5780000000000002,11.399999999999993,28.20000000000001,0.2670000000000001,87.50000000000004,17.0,111.0,135.0,41.0,98.0,0.4179999999999996,14.0,43.0,0.3260000000000002,15.0,18.0,0.8329999999999997,17.0,46.0,25.0,5.0,2.0,11.0,19.0,115.19999999999996,140.0999999999999,96.30000000000004,0.18400000000000016,0.4390000000000001,0.524,50.50000000000001,60.99999999999995,5.199999999999998,4.900000000000013,0.4899999999999992,9.399999999999984,32.099999999999994,0.1529999999999998,76.2999999999998,-24.0,16.700000000000028,-24.89999999999995,118.88888888888887,-136.88888888888889,0,3,3,2,0,0
2021-03-27_NOP_DAL,2021,45,9,1,1,108.0,113.0,39.0,78.0,0.5,12.0,29.0,0.4140000000000004,18.0,20.0,0.9000000000000008,6.0,37.0,30.0,7.0,7.0,12.0,11.0,119.4,124.99999999999996,90.4,0.25599999999999984,0.3720000000000001,0.6219999999999997,50.7,76.90000000000003,7.699999999999991,10.8,0.5770000000000003,12.099999999999993,19.400000000000013,0.2310000000000001,73.80000000000003,-5.0,94.0,109.0,39.0,95.0,0.4109999999999997,8.0,35.0,0.22900000000000045,8.0,14.0,0.5709999999999992,15.0,51.0,17.0,4.0,4.0,15.0,18.0,99.90000000000003,115.79999999999997,94.09999999999992,0.14700000000000032,0.36800000000000027,0.4649999999999994,50.99999999999998,43.59999999999993,4.199999999999996,10.000000000000009,0.4530000000000003,12.89999999999999,29.40000000000001,0.08400000000000021,73.50000000000001,-15.0,-5.599999999999953,-15.899999999999936,-186.22222222222226,111.88888888888887,0,1,1,1,1,1
2021-04-01_NOP_ORL,2021,47,-5,0,0,115.0,109.0,41.0,82.0,0.5000000000000001,16.0,31.0,0.5160000000000005,17.0,30.0,0.5670000000000008,8.0,47.0,30.0,8.0,2.0,14.0,21.0,114.5,108.49999999999996,100.5,0.3659999999999999,0.37799999999999984,0.6039999999999996,50.49999999999999,73.20000000000002,7.999999999999994,3.9999999999999982,0.5980000000000002,12.799999999999995,19.00000000000001,0.20700000000000007,76.50000000000001,6.0,103.0,96.0,38.0,92.0,0.413,5.0,17.0,0.2939999999999999,22.0,25.0,0.8800000000000001,15.0,50.0,23.0,10.0,6.0,8.0,13.0,110.90000000000003,103.29999999999998,92.89999999999998,0.272,0.18499999999999986,0.5,50.99999999999997,60.500000000000064,10.8,11.5,0.4400000000000009,7.199999999999991,29.40000000000001,0.23900000000000024,74.49999999999996,7.0,6.000000000000043,7.600000000000051,-209.0,178.66666666666663,0,3,3,2,0,0
2021-04-02_NOP_ATL,2021,48,-23,0,0,110.0,115.0,41.0,93.0,0.4410000000000001,12.0,29.0,0.4140000000000004,16.0,19.0,0.8420000000000009,12.0,55.0,26.0,7.0,7.0,24.0,23.0,99.3,103.79999999999997,100.4,0.20399999999999985,0.31199999999999983,0.5429999999999996,53.399999999999984,63.40000000000002,6.299999999999994,8.599999999999998,0.5050000000000002,19.1,25.00000000000001,0.17200000000000007,78.20000000000002,-5.0,134.0,129.0,50.0,100.0,0.5000000000000001,13.0,24.0,0.5419999999999996,21.0,26.0,0.8079999999999997,10.0,57.0,28.0,3.0,9.0,12.0,22.0,119.79999999999978,115.29999999999993,92.60000000000002,0.2600000000000001,0.2400000000000003,0.6010000000000005,55.300000000000075,55.99999999999997,2.700000000000013,12.899999999999995,0.5650000000000002,9.7,22.20000000000001,0.2100000000000002,80.99999999999996,5.0,-4.499999999999972,4.499999999999858,10.888888888888893,-117.44444444444444,0,8,1,1,1,1
2020-12-28_ATL_DET,2021,3,8,1,0,122.0,112.0,38.0,89.0,0.42700000000000016,13.0,36.0,0.361,33.0,38.0,0.868,13.0,54.0,23.0,4.0,5.0,15.0,20.0,116.79999999999998,107.29999999999998,104.4,0.4270000000000001,0.4040000000000001,0.5770000000000002,54.00000000000001,60.5,3.8,10.0,0.5,12.4,26.0,0.3710000000000001,82.0,10.0,119.0,128.0,40.0,98.0,0.4079999999999999,16.0,45.0,0.3560000000000001,23.0,32.0,0.7190000000000001,10.0,57.0,24.0,9.0,5.0,22.0,20.0,97.79999999999998,105.2,100.6,0.3270000000000001,0.459,0.531,52.8,60.0,7.4,7.2,0.4899999999999999,16.4,18.5,0.235,87.0,-9.0,9.5,-7.400000000000019,-507.16666666666674,396.5555555555555,0,1,2,2,0,0
2021-01-02_ATL_CLE,2021,6,-5,0,0,114.0,96.0,43.0,93.0,0.4620000000000001,16.0,39.0,0.4099999999999999,12.0,14.0,0.8569999999999999,10.0,48.0,24.0,8.0,3.0,9.0,20.0,117.2,98.7,97.29999999999998,0.15100000000000002,0.4190000000000001,0.5750000000000001,51.600000000000016,55.8,8.2,6.1,0.5479999999999998,8.299999999999997,22.2,0.12900000000000011,79.20000000000002,18.0,99.0,119.0,37.0,82.0,0.451,12.0,23.0,0.5220000000000001,13.0,24.0,0.5420000000000001,11.0,43.0,22.0,5.0,6.0,18.0,22.0,99.89999999999998,120.09999999999998,99.1,0.2930000000000001,0.28,0.5350000000000001,49.4,59.49999999999999,5.000000000000002,11.499999999999995,0.524,16.3,23.90000000000001,0.15900000000000006,78.0,-20.0,18.5,-20.200000000000006,-221.6,187.8333333333333,0,2,1,2,1,0
2021-01-11_ATL_PHI,2021,10,18,1,1,105.0,113.0,34.0,89.0,0.3820000000000001,14.0,45.0,0.3109999999999999,23.0,28.0,0.821,17.0,47.0,25.0,10.0,4.0,14.0,22.0,110.49999999999994,119.0,95.0,0.315,0.506,0.5180000000000002,53.40000000000001,73.5,10.5,9.1,0.4609999999999999,12.099999999999996,32.7,0.2580000000000001,83.30000000000003,-8.0,103.0,115.0,43.0,103.0,0.41700000000000015,11.0,35.0,0.3140000000000001,6.0,10.0,0.6,20.0,48.0,23.0,8.0,4.0,16.0,19.0,106.39999999999998,118.80000000000004,96.79999999999997,0.09700000000000006,0.34,0.4800000000000004,51.59999999999997,53.50000000000002,8.300000000000004,7.0,0.4709999999999999,13.0,40.0,0.05799999999999991,65.09999999999994,-12.0,-8.500000000000057,-12.400000000000064,-228.5,193.5555555555556,0,1,2,2,0,0
2021-01-18_ATL_MIN,2021,13,11,1,1,106.0,112.0,38.0,87.0,0.4370000000000003,6.0,30.0,0.19999999999999984,24.0,28.0,0.8570000000000001,7.0,48.0,24.0,4.0,6.0,13.0,22.0,105.29999999999994,111.29999999999997,100.60000000000002,0.3220000000000001,0.34500000000000003,0.5340000000000003,46.600000000000016,63.2,4.000000000000003,10.2,0.4709999999999998,11.599999999999998,15.599999999999998,0.2760000000000001,70.7,-6.0,107.0,118.0,39.0,90.0,0.433,9.0,37.0,0.24299999999999994,20.0,24.0,0.8329999999999999,11.0,48.0,27.0,3.0,6.0,12.0,18.0,107.80000000000004,118.90000000000003,99.30000000000008,0.267,0.4110000000000002,0.5320000000000001,50.50000000000002,69.20000000000002,2.999999999999996,7.399999999999998,0.4830000000000004,10.700000000000003,25.599999999999994,0.222,71.2,-11.0,-6.0000000000000275,-11.099999999999996,-292.25,246.28571428571428,0,1,2,5,0,0
2021-01-26_ATL_LAC,2021,17,9,1,1,115.0,129.0,42.0,83.0,0.5060000000000002,14.0,39.0,0.3589999999999998,17.0,22.0,0.7729999999999999,5.0,27.0,27.0,8.0,4.0,9.0,23.0,118.09999999999997,132.49999999999994,97.40000000000002,0.2650000000000001,0.4700000000000002,0.6200000000000003,34.20000000000001,64.29999999999998,8.200000000000006,6.6999999999999975,0.5899999999999997,8.900000000000002,12.200000000000005,0.20500000000000013,57.89999999999999,-14.0,108.0,100.0,41.0,92.0,0.4460000000000002,14.0,46.0,0.304,12.0,16.0,0.75,8.0,46.0,26.0,4.0,2.0,10.0,10.0,110.1,102.00000000000004,98.09999999999997,0.17399999999999993,0.5,0.5449999999999998,47.39999999999999,63.39999999999996,4.099999999999998,3.299999999999999,0.5219999999999995,9.200000000000003,16.999999999999993,0.13000000000000006,76.00000000000004,8.0,-14.399999999999974,8.099999999999952,-232.5,193.16666666666663,0,1,2,2,0,0
2021-02-04_ATL_UTA,2021,22,-21,0,0,116.0,122.0,45.0,90.0,0.5000000000000002,14.0,38.0,0.3679999999999997,12.0,17.0,0.7059999999999997,13.0,46.0,31.0,6.0,4.0,16.0,20.0,117.89999999999996,123.99999999999993,98.4,0.18900000000000008,0.422,0.5950000000000002,50.50000000000002,68.89999999999998,6.1000000000000085,7.499999999999997,0.5779999999999997,14.1,28.90000000000001,0.13300000000000015,71.69999999999997,-6.0,117.0,105.0,38.0,82.0,0.4630000000000004,16.0,42.0,0.381,25.0,29.0,0.8619999999999998,8.0,44.0,23.0,9.0,6.0,13.0,17.0,117.49999999999993,105.4,99.6,0.354,0.512,0.6170000000000002,48.90000000000001,60.5,8.999999999999991,9.099999999999998,0.5609999999999999,12.099999999999998,18.999999999999982,0.3049999999999999,75.0,12.0,-6.099999999999965,12.099999999999927,393.28571428571433,-508.88888888888886,0,1,1,2,1,0
2021-02-06_ATL_TOR,2021,23,11,1,1,91.0,112.0,32.0,98.0,0.3270000000000002,9.0,31.0,0.2899999999999997,18.0,19.0,0.9469999999999996,18.0,49.0,19.0,8.0,1.0,11.0,15.0,95.39999999999996,117.39999999999992,95.4,0.19400000000000006,0.316,0.42800000000000016,48.50000000000002,59.399999999999984,8.400000000000007,1.599999999999998,0.3719999999999999,9.4,31.00000000000001,0.18400000000000016,72.09999999999995,-21.0,123.0,117.0,49.0,97.0,0.5049999999999997,13.0,32.0,0.4060000000000001,12.0,14.0,0.8569999999999997,12.0,41.0,22.0,10.0,6.0,10.0,25.0,123.79999999999998,117.79999999999997,99.40000000000002,0.14400000000000018,0.32999999999999985,0.5959999999999998,50.6,44.90000000000003,10.099999999999998,15.8,0.5720000000000001,8.799999999999997,27.3,0.12400000000000022,78.40000000000006,6.0,-21.99999999999996,6.000000000000013,-13.222222222222221,-116.125,0,3,2,1,0,1
2021-02-12_ATL_SAS,2021,25,-11,0,0,117.0,118.0,40.0,88.0,0.4550000000000002,14.0,39.0,0.35899999999999976,23.0,28.0,0.8209999999999997,9.0,42.0,27.0,7.0,4.0,9.0,20.0,120.99999999999994,121.99999999999993,96.7,0.3180000000000001,0.4430000000000001,0.5830000000000002,53.20000000000002,67.49999999999999,7.200000000000006,8.199999999999996,0.5339999999999998,8.2,21.400000000000013,0.26100000000000023,89.19999999999996,-1.0,91.0,114.0,32.0,86.0,0.3720000000000001,8.0,24.0,0.3330000000000001,19.0,21.0,0.9049999999999998,8.0,45.0,20.0,2.0,5.0,14.0,16.0,92.79999999999998,116.19999999999996,98.10000000000002,0.2440000000000001,0.2790000000000001,0.4780000000000003,47.399999999999984,62.49999999999997,2.0000000000000018,9.799999999999997,0.4190000000000004,12.8,16.699999999999996,0.22100000000000009,78.69999999999997,-23.0,-0.9999999999999858,-23.399999999999977,-137.875,119.125,0,1,2,3,0,0
2021-02-13_ATL_IND,2021,26,-12,0,0,114.0,125.0,39.0,90.0,0.4330000000000001,11.0,32.0,0.3439999999999997,25.0,33.0,0.7579999999999998,10.0,41.0,22.0,10.0,4.0,12.0,17.0,111.59999999999994,122.39999999999992,102.09999999999998,0.36700000000000027,0.3560000000000001,0.5450000000000002,47.100000000000016,56.399999999999984,9.800000000000008,7.399999999999998,0.4939999999999998,10.3,20.80000000000001,0.27800000000000025,79.49999999999996,-11.0,111.0,95.0,44.0,86.0,0.5119999999999999,14.0,31.0,0.4519999999999997,9.0,10.0,0.8999999999999996,10.0,41.0,26.0,10.0,5.0,7.0,18.0,128.79999999999998,110.20000000000006,86.20000000000006,0.116,0.3599999999999995,0.6140000000000002,48.8,59.10000000000004,11.600000000000007,8.800000000000002,0.5929999999999999,7.2000000000000135,26.300000000000008,0.10500000000000012,67.4,16.0,-10.799999999999983,18.599999999999927,33.888888888888886,-118.44444444444444,0,3,1,2,1,0
2021-02-21_ATL_DEN,2021,30,8,1,1,109.0,121.0,38.0,90.0,0.422,10.0,30.0,0.3329999999999998,23.0,25.0,0.9199999999999996,13.0,41.0,21.0,14.0,6.0,13.0,14.0,109.2999999999999,121.29999999999993,99.80000000000004,0.2780000000000001,0.33300000000000024,0.5400000000000001,48.20000000000003,55.29999999999996,14.000000000000007,10.899999999999995,0.4779999999999998,11.400000000000004,27.10000000000001,0.2560000000000003,75.69999999999997,-12.0,120.0,103.0,46.0,80.0,0.5749999999999995,15.0,31.0,0.4839999999999999,13.0,17.0,0.7649999999999999,6.0,37.0,24.0,9.0,2.0,15.0,17.0,126.79999999999997,108.89999999999992,94.60000000000002,0.21300000000000013,0.3880000000000001,0.6859999999999996,52.10000000000001,52.199999999999974,9.499999999999998,3.8000000000000083,0.6689999999999999,14.599999999999984,22.199999999999992,0.16299999999999984,70.49999999999986,17.0,-12.000000000000027,17.90000000000005,119.66666666666669,-137.66666666666666,0,4,2,2,0,0
2021-02-24_ATL_BOS,2021,32,15,1,1,111.0,112.0,40.0,89.0,0.4490000000000002,14.0,31.0,0.4519999999999997,17.0,23.0,0.7389999999999995,13.0,41.0,22.0,10.0,4.0,11.0,19.0,119.59999999999987,120.69999999999992,92.80000000000004,0.2580000000000001,0.34800000000000025,0.5600000000000002,53.20000000000004,54.99999999999997,10.800000000000008,7.9999999999999964,0.5279999999999998,10.000000000000004,31.00000000000001,0.19100000000000025,79.99999999999997,-1.0,107.0,110.0,41.0,86.0,0.4769999999999998,12.0,39.0,0.3079999999999996,13.0,18.0,0.722,12.0,46.0,19.0,6.0,6.0,13.0,21.0,114.5,117.69999999999992,93.40000000000008,0.2089999999999999,0.4529999999999997,0.5699999999999991,54.80000000000001,46.29999999999998,6.400000000000004,10.699999999999992,0.5470000000000006,12.2,28.6,0.15100000000000013,81.0,-3.0,-1.1000000000000512,-3.1999999999999176,9.888888888888893,-116.66666666666669,0,3,1,1,1,1
2021-03-13_ATL_SAC,2021,38,15,1,1,121.0,120.0,39.0,90.0,0.4330000000000003,15.0,42.0,0.3569999999999996,28.0,35.0,0.7999999999999997,12.0,53.0,20.0,8.0,13.0,14.0,26.0,115.29999999999987,114.29999999999994,105.00000000000006,0.3890000000000001,0.4670000000000004,0.5740000000000004,51.500000000000064,51.29999999999997,7.6000000000000085,21.99999999999999,0.517,11.700000000000005,24.50000000000001,0.31100000000000017,75.89999999999998,1.0,125.0,105.0,45.0,92.0,0.4890000000000003,11.0,33.0,0.333,24.0,28.0,0.8569999999999998,8.0,53.0,25.0,11.0,5.0,12.0,19.0,117.30000000000004,98.5,106.60000000000014,0.30400000000000016,0.3589999999999996,0.5989999999999996,54.59999999999997,55.60000000000005,10.300000000000004,9.299999999999994,0.5490000000000007,10.300000000000004,19.0,0.2610000000000001,81.79999999999998,20.0,0.9999999999999291,18.80000000000004,-171.44444444444446,152.33333333333334,0,1,2,2,0,0
2021-03-14_ATL_CLE,2021,39,18,1,1,121.0,106.0,43.0,84.0,0.5120000000000002,12.0,33.0,0.3639999999999996,23.0,33.0,0.6969999999999998,13.0,45.0,21.0,6.0,2.0,8.0,17.0,132.49999999999991,116.09999999999992,91.30000000000008,0.3930000000000001,0.3930000000000004,0.6140000000000004,48.90000000000007,48.79999999999997,6.6000000000000085,3.1999999999999886,0.5830000000000001,7.5000000000000036,34.20000000000002,0.2740000000000002,59.29999999999998,15.0,82.0,116.0,30.0,88.0,0.3410000000000004,7.0,32.0,0.219,15.0,20.0,0.75,5.0,33.0,13.0,8.0,9.0,6.0,18.0,84.20000000000002,119.20000000000013,97.40000000000006,0.2270000000000004,0.3640000000000001,0.4240000000000004,32.00000000000002,43.29999999999993,8.200000000000006,11.699999999999989,0.3809999999999999,5.799999999999998,8.899999999999991,0.1700000000000002,59.600000000000016,-34.0,16.39999999999999,-35.000000000000114,-216.5555555555556,183.66666666666663,0,2,1,2,1,0
